,Unnamed: 0,text,fonte,chunk_heading
23,23,"Art. 5oA menoridade cessa aos dezoito anos completos, quando a
pessoa fica habilitada à prática de todos os atos da vida civil. Parágrafo único. Cessará, para os menores, a incapacidade: I - pela concessão dos pais, ou de um deles na falta do outro, mediante instrumento
público, independentemente de homologação judicial, ou por sentença do juiz, ouvido o
tutor, se o menor tiver dezesseis anos completos; II - pelo casamento; III - pelo exercício de emprego público efetivo; IV - pela colação de grau em curso de ensino superior; V - pelo estabelecimento civil ou comercial, ou pela existência de relação de
emprego, desde que, em função deles, o menor com dezesseis anos completos tenha economia
própria.",CC,incapacidade
24,24,"Art. 5oA menoridade cessa aos dezoito anos completos, quando a
pessoa fica habilitada à prática de todos os atos da vida civil. Parágrafo único. Cessará, para os menores, a incapacidade: I - pela concessão dos pais, ou de um deles na falta do outro, mediante instrumento
público, independentemente de homologação judicial, ou por sentença do juiz, ouvido o
tutor, se o menor tiver dezesseis anos completos; II - pelo casamento; III - pelo exercício de emprego público efetivo; IV - pela colação de grau em curso de ensino superior; V - pelo estabelecimento civil ou comercial, ou pela existência de relação de
emprego, desde que, em função deles, o menor com dezesseis anos completos tenha economia
própria.",CC,cessação
25,25,"Art. 5oA menoridade cessa aos dezoito anos completos, quando a
pessoa fica habilitada à prática de todos os atos da vida civil. Parágrafo único. Cessará, para os menores, a incapacidade: I - pela concessão dos pais, ou de um deles na falta do outro, mediante instrumento
público, independentemente de homologação judicial, ou por sentença do juiz, ouvido o
tutor, se o menor tiver dezesseis anos completos; II - pelo casamento; III - pelo exercício de emprego público efetivo; IV - pela colação de grau em curso de ensino superior; V - pelo estabelecimento civil ou comercial, ou pela existência de relação de
emprego, desde que, em função deles, o menor com dezesseis anos completos tenha economia
própria.",CC,menor de 18 anos.
26,26,"Art. 6oA existência da pessoa natural termina com a morte;
presume-se esta, quanto aos ausentes, nos casos em que a lei autoriza a abertura de
sucessão definitiva.",CC,morte
27,27,"Art. 6oA existência da pessoa natural termina com a morte;
presume-se esta, quanto aos ausentes, nos casos em que a lei autoriza a abertura de
sucessão definitiva.",CC,ausente
28,28,"Art. 6oA existência da pessoa natural termina com a morte;
presume-se esta, quanto aos ausentes, nos casos em que a lei autoriza a abertura de
sucessão definitiva.",CC,sucessão definitiva
29,29,"Art. 7oPode ser declarada a morte presumida, sem decretação de
ausência: I - se for extremamente provável a morte de quem estava em perigo de vida; II - se alguém, desaparecido em campanha ou feito prisioneiro, não for encontrado
até dois anos após o término da guerra. Parágrafo único. A declaração da morte presumida, nesses casos, somente poderá ser
requerida depois de esgotadas as buscas e averiguações, devendo a sentença fixar a data
provável do falecimento.",CC,morte presumida
30,30,"Art. 7oPode ser declarada a morte presumida, sem decretação de
ausência: I - se for extremamente provável a morte de quem estava em perigo de vida; II - se alguém, desaparecido em campanha ou feito prisioneiro, não for encontrado
até dois anos após o término da guerra. Parágrafo único. A declaração da morte presumida, nesses casos, somente poderá ser
requerida depois de esgotadas as buscas e averiguações, devendo a sentença fixar a data
provável do falecimento.",CC,declaração de morte presumida
31,31,"Art. 7oPode ser declarada a morte presumida, sem decretação de
ausência: I - se for extremamente provável a morte de quem estava em perigo de vida; II - se alguém, desaparecido em campanha ou feito prisioneiro, não for encontrado
até dois anos após o término da guerra. Parágrafo único. A declaração da morte presumida, nesses casos, somente poderá ser
requerida depois de esgotadas as buscas e averiguações, devendo a sentença fixar a data
provável do falecimento.",CC,desaparecimento em campanha
32,32,"Art. 8oSe dois ou mais indivíduos falecerem na mesma ocasião, não
se podendo averiguar se algum dos comorientes precedeu aos outros, presumir-se-ão
simultaneamente mortos.",CC,morte simultânea
33,33,"Art. 8oSe dois ou mais indivíduos falecerem na mesma ocasião, não
se podendo averiguar se algum dos comorientes precedeu aos outros, presumir-se-ão
simultaneamente mortos.",CC,presunção de morte simultânea
34,34,"Art. 8oSe dois ou mais indivíduos falecerem na mesma ocasião, não
se podendo averiguar se algum dos comorientes precedeu aos outros, presumir-se-ão
simultaneamente mortos.",CC,falecimento em mesma ocasião
35,35,"Art. 9oSerão registrados em registro público: I - os nascimentos, casamentos e óbitos; II - a emancipação por outorga dos pais ou por sentença do juiz; III - a interdição por incapacidade absoluta ou relativa; IV - a sentença declaratória de ausência e de morte presumida.",CC,registro de nascimento
36,36,"Art. 9oSerão registrados em registro público: I - os nascimentos, casamentos e óbitos; II - a emancipação por outorga dos pais ou por sentença do juiz; III - a interdição por incapacidade absoluta ou relativa; IV - a sentença declaratória de ausência e de morte presumida.",CC,registro de casamento
37,37,"Art. 9oSerão registrados em registro público: I - os nascimentos, casamentos e óbitos; II - a emancipação por outorga dos pais ou por sentença do juiz; III - a interdição por incapacidade absoluta ou relativa; IV - a sentença declaratória de ausência e de morte presumida.",CC,registro de óbito
38,38,"Art. 10. Far-se-á averbação em registro público: I - das sentenças que decretarem a nulidade ou anulação do casamento, o divórcio, a
separação judicial e o restabelecimento da sociedade conjugal; II - dos atos judiciais ou extrajudiciais que declararem ou reconhecerem a filiação;",CC,averbação sentença casamento nulidade
39,39,"Art. 10. Far-se-á averbação em registro público: I - das sentenças que decretarem a nulidade ou anulação do casamento, o divórcio, a
separação judicial e o restabelecimento da sociedade conjugal; II - dos atos judiciais ou extrajudiciais que declararem ou reconhecerem a filiação;",CC,averbação sentença divórcio
40,40,"Art. 10. Far-se-á averbação em registro público: I - das sentenças que decretarem a nulidade ou anulação do casamento, o divórcio, a
separação judicial e o restabelecimento da sociedade conjugal; II - dos atos judiciais ou extrajudiciais que declararem ou reconhecerem a filiação;",CC,averbação sentença separação judicial
41,41,"Art. 11. Com exceção dos casos previstos em lei, os direitos da personalidade são
intransmissíveis e irrenunciáveis, não podendo o seu exercício sofrer limitação
voluntária.",CC,direitos da personalidade
42,42,"Art. 11. Com exceção dos casos previstos em lei, os direitos da personalidade são
intransmissíveis e irrenunciáveis, não podendo o seu exercício sofrer limitação
voluntária.",CC,intransmissibilidade dos direitos da personalidade
43,43,"Art. 11. Com exceção dos casos previstos em lei, os direitos da personalidade são
intransmissíveis e irrenunciáveis, não podendo o seu exercício sofrer limitação
voluntária.",CC,irrenunciabilidade dos direitos da personalidade
44,44,"Art. 12. Pode-se exigir que cesse a ameaça, ou a lesão, a direito da personalidade, e
reclamar perdas e danos, sem prejuízo de outras sanções previstas em lei. Parágrafo único. Em se tratando de morto, terá legitimação para requerer a medida
prevista neste artigo o cônjuge sobrevivente, ou qualquer parente em linha reta, ou
colateral até o quarto grau.",CC,cessar ameaça a direito da personalidade
45,45,"Art. 12. Pode-se exigir que cesse a ameaça, ou a lesão, a direito da personalidade, e
reclamar perdas e danos, sem prejuízo de outras sanções previstas em lei. Parágrafo único. Em se tratando de morto, terá legitimação para requerer a medida
prevista neste artigo o cônjuge sobrevivente, ou qualquer parente em linha reta, ou
colateral até o quarto grau.",CC,danos morais direito da personalidade
46,46,"Art. 12. Pode-se exigir que cesse a ameaça, ou a lesão, a direito da personalidade, e
reclamar perdas e danos, sem prejuízo de outras sanções previstas em lei. Parágrafo único. Em se tratando de morto, terá legitimação para requerer a medida
prevista neste artigo o cônjuge sobrevivente, ou qualquer parente em linha reta, ou
colateral até o quarto grau.",CC,ação de cessação de ameaça
47,47,"Art. 13. Salvo por exigência médica, é defeso o ato de disposição do próprio
corpo, quando importar diminuição permanente da integridade física, ou contrariar os
bons costumes. Parágrafo único. O ato previsto neste artigo será admitido para fins de transplante,
na forma estabelecida em lei especial.",CC,disposição do corpo
48,48,"Art. 13. Salvo por exigência médica, é defeso o ato de disposição do próprio
corpo, quando importar diminuição permanente da integridade física, ou contrariar os
bons costumes. Parágrafo único. O ato previsto neste artigo será admitido para fins de transplante,
na forma estabelecida em lei especial.",CC,integridade física
49,49,"Art. 13. Salvo por exigência médica, é defeso o ato de disposição do próprio
corpo, quando importar diminuição permanente da integridade física, ou contrariar os
bons costumes. Parágrafo único. O ato previsto neste artigo será admitido para fins de transplante,
na forma estabelecida em lei especial.",CC,bons costumes
50,50,"Art. 14. É válida, com objetivo científico, ou altruístico, a disposição gratuita
do próprio corpo, no todo ou em parte, para depois da morte. Parágrafo único. O ato de disposição pode ser livremente revogado a qualquer tempo.",CC,doação de corpo
51,51,"Art. 14. É válida, com objetivo científico, ou altruístico, a disposição gratuita
do próprio corpo, no todo ou em parte, para depois da morte. Parágrafo único. O ato de disposição pode ser livremente revogado a qualquer tempo.",CC,disposição do corpo após a morte
52,52,"Art. 14. É válida, com objetivo científico, ou altruístico, a disposição gratuita
do próprio corpo, no todo ou em parte, para depois da morte. Parágrafo único. O ato de disposição pode ser livremente revogado a qualquer tempo.",CC,revogação da doação de corpo
53,53,"Art. 15. Ninguém pode ser constrangido a submeter-se, com risco de vida, a tratamento
médico ou a intervenção cirúrgica.",CC,direito à recusa de tratamento médico
54,54,"Art. 15. Ninguém pode ser constrangido a submeter-se, com risco de vida, a tratamento
médico ou a intervenção cirúrgica.",CC,recusa de tratamento médico risco de vida
55,55,"Art. 15. Ninguém pode ser constrangido a submeter-se, com risco de vida, a tratamento
médico ou a intervenção cirúrgica.",CC,tratamento médico contra vontade
56,56,"Art. 16. Toda pessoa tem direito ao nome, nele compreendidos o prenome e o sobrenome.",CC,direito ao nome
57,57,"Art. 16. Toda pessoa tem direito ao nome, nele compreendidos o prenome e o sobrenome.",CC,nome civil
58,58,"Art. 16. Toda pessoa tem direito ao nome, nele compreendidos o prenome e o sobrenome.",CC,prenome e sobrenome
59,59,"Art. 17. O nome da pessoa não pode ser empregado por outrem em publicações ou
representações que a exponham ao desprezo público, ainda quando não haja intenção
difamatória.",CC,nome de pessoa
60,60,"Art. 17. O nome da pessoa não pode ser empregado por outrem em publicações ou
representações que a exponham ao desprezo público, ainda quando não haja intenção
difamatória.",CC,direito à imagem
61,61,"Art. 17. O nome da pessoa não pode ser empregado por outrem em publicações ou
representações que a exponham ao desprezo público, ainda quando não haja intenção
difamatória.",CC,privacidade
62,62,"Art. 18. Sem autorização, não se pode usar o nome alheio em propaganda comercial.",CC,uso indevido de nome
63,63,"Art. 18. Sem autorização, não se pode usar o nome alheio em propaganda comercial.",CC,propaganda comercial
64,64,"Art. 18. Sem autorização, não se pode usar o nome alheio em propaganda comercial.",CC,nome empresarial
65,65,"Art. 19. O pseudônimo adotado para atividades lícitas goza da proteção que se dá
ao nome.",CC,pseudônimo
66,66,"Art. 19. O pseudônimo adotado para atividades lícitas goza da proteção que se dá
ao nome.",CC,direito à privacidade
67,67,"Art. 19. O pseudônimo adotado para atividades lícitas goza da proteção que se dá
ao nome.",CC,proteção do nome
68,68,"Art. 20. Salvo se autorizadas, ou se necessárias à administração da justiça ou à
manutenção da ordem pública, a divulgação de escritos, a transmissão da palavra, ou
a publicação, a exposição ou a utilização da imagem de uma pessoa poderão ser
proibidas, a seu requerimento e sem prejuízo da indenização que couber, se lhe
atingirem a honra, a boa fama ou a respeitabilidade, ou se se destinarem a fins
comerciais.(Vide ADIN 4815) Parágrafo único. Em se tratando de morto ou de ausente, são partes legítimas para
requerer essa proteção o cônjuge, os ascendentes ou os descendentes.",CC,direito à imagem
69,69,"Art. 20. Salvo se autorizadas, ou se necessárias à administração da justiça ou à
manutenção da ordem pública, a divulgação de escritos, a transmissão da palavra, ou
a publicação, a exposição ou a utilização da imagem de uma pessoa poderão ser
proibidas, a seu requerimento e sem prejuízo da indenização que couber, se lhe
atingirem a honra, a boa fama ou a respeitabilidade, ou se se destinarem a fins
comerciais.(Vide ADIN 4815) Parágrafo único. Em se tratando de morto ou de ausente, são partes legítimas para
requerer essa proteção o cônjuge, os ascendentes ou os descendentes.",CC,privacidade
70,70,"Art. 20. Salvo se autorizadas, ou se necessárias à administração da justiça ou à
manutenção da ordem pública, a divulgação de escritos, a transmissão da palavra, ou
a publicação, a exposição ou a utilização da imagem de uma pessoa poderão ser
proibidas, a seu requerimento e sem prejuízo da indenização que couber, se lhe
atingirem a honra, a boa fama ou a respeitabilidade, ou se se destinarem a fins
comerciais.(Vide ADIN 4815) Parágrafo único. Em se tratando de morto ou de ausente, são partes legítimas para
requerer essa proteção o cônjuge, os ascendentes ou os descendentes.",CC,direito à honra
71,71,"Art. 21. A vida privada da pessoa natural é inviolável, e o juiz, a requerimento do
interessado, adotará as providências necessárias para impedir ou fazer cessar ato
contrário a esta norma.(Vide ADIN 4815) CAPÍTULO IIIDa Ausência Seção IDa Curadoria dos Bens do Ausente",CC,vida privada
72,72,"Art. 21. A vida privada da pessoa natural é inviolável, e o juiz, a requerimento do
interessado, adotará as providências necessárias para impedir ou fazer cessar ato
contrário a esta norma.(Vide ADIN 4815) CAPÍTULO IIIDa Ausência Seção IDa Curadoria dos Bens do Ausente",CC,inviolabilidade da vida privada
73,73,"Art. 21. A vida privada da pessoa natural é inviolável, e o juiz, a requerimento do
interessado, adotará as providências necessárias para impedir ou fazer cessar ato
contrário a esta norma.(Vide ADIN 4815) CAPÍTULO IIIDa Ausência Seção IDa Curadoria dos Bens do Ausente",CC,direito à privacidade
74,74,"Art. 22. Desaparecendo uma pessoa do seu domicílio sem dela haver notícia, se não
houver deixado representante ou procurador a quem caiba administrar-lhe os bens, o juiz, a
requerimento de qualquer interessado ou do Ministério Público, declarará a ausência, e
nomear-lhe-á curador.",CC,ausência de pessoa
75,75,"Art. 22. Desaparecendo uma pessoa do seu domicílio sem dela haver notícia, se não
houver deixado representante ou procurador a quem caiba administrar-lhe os bens, o juiz, a
requerimento de qualquer interessado ou do Ministério Público, declarará a ausência, e
nomear-lhe-á curador.",CC,curador para ausente
76,76,"Art. 22. Desaparecendo uma pessoa do seu domicílio sem dela haver notícia, se não
houver deixado representante ou procurador a quem caiba administrar-lhe os bens, o juiz, a
requerimento de qualquer interessado ou do Ministério Público, declarará a ausência, e
nomear-lhe-á curador.",CC,administração de bens de ausente
77,77,"Art. 23. Também se declarará a ausência, e se nomeará curador, quando o ausente
deixar mandatário que não queira ou não possa exercer ou continuar o mandato, ou se os
seus poderes forem insuficientes.",CC,ausência de mandatário
78,78,"Art. 23. Também se declarará a ausência, e se nomeará curador, quando o ausente
deixar mandatário que não queira ou não possa exercer ou continuar o mandato, ou se os
seus poderes forem insuficientes.",CC,nomeação de curador
79,79,"Art. 23. Também se declarará a ausência, e se nomeará curador, quando o ausente
deixar mandatário que não queira ou não possa exercer ou continuar o mandato, ou se os
seus poderes forem insuficientes.",CC,mandato insuficiente
80,80,"Art. 24. O juiz, que nomear o curador, fixar-lhe-á os poderes e obrigações, conforme
as circunstâncias, observando, no que for aplicável, o disposto a respeito dos tutores e
curadores.",CC,nomeação de curador
81,81,"Art. 24. O juiz, que nomear o curador, fixar-lhe-á os poderes e obrigações, conforme
as circunstâncias, observando, no que for aplicável, o disposto a respeito dos tutores e
curadores.",CC,poderes do curador
82,82,"Art. 24. O juiz, que nomear o curador, fixar-lhe-á os poderes e obrigações, conforme
as circunstâncias, observando, no que for aplicável, o disposto a respeito dos tutores e
curadores.",CC,obrigações do curador
83,83,"Art. 25. O cônjuge do ausente, sempre que não esteja separado judicialmente, ou de
fato por mais de dois anos antes da declaração da ausência, será o seu legítimo
curador.",CC,ausência do cônjuge
84,84,"Art. 25. O cônjuge do ausente, sempre que não esteja separado judicialmente, ou de
fato por mais de dois anos antes da declaração da ausência, será o seu legítimo
curador.",CC,curador do ausente
85,85,"Art. 25. O cônjuge do ausente, sempre que não esteja separado judicialmente, ou de
fato por mais de dois anos antes da declaração da ausência, será o seu legítimo
curador.",CC,cônjuge como curador
86,86,"Art. 25 - § 1oEm falta do cônjuge, a curadoria dos bens do ausente incumbe
aos pais ou aos descendentes, nesta ordem, não havendo impedimento que os iniba de
exercer o cargo.",CC,curadoria de bens do ausente
87,87,"Art. 25 - § 1oEm falta do cônjuge, a curadoria dos bens do ausente incumbe
aos pais ou aos descendentes, nesta ordem, não havendo impedimento que os iniba de
exercer o cargo.",CC,ausência do cônjuge
88,88,"Art. 25 - § 1oEm falta do cônjuge, a curadoria dos bens do ausente incumbe
aos pais ou aos descendentes, nesta ordem, não havendo impedimento que os iniba de
exercer o cargo.",CC,responsabilidade por bens do ausente
89,89,"Art. 25 - § 2oEntre os descendentes, os mais próximos precedem os mais
remotos.",CC,descendentes mais próximos
90,90,"Art. 25 - § 2oEntre os descendentes, os mais próximos precedem os mais
remotos.",CC,herança sucessão
91,91,"Art. 25 - § 2oEntre os descendentes, os mais próximos precedem os mais
remotos.",CC,ordem de sucessão
92,92,"Art. 25 - § 3oNa falta das pessoas mencionadas, compete ao juiz a escolha do
curador. Seção IIDa Sucessão Provisória",CC,curador
93,93,"Art. 25 - § 3oNa falta das pessoas mencionadas, compete ao juiz a escolha do
curador. Seção IIDa Sucessão Provisória",CC,juiz
94,94,"Art. 25 - § 3oNa falta das pessoas mencionadas, compete ao juiz a escolha do
curador. Seção IIDa Sucessão Provisória",CC,sucessão provisória
95,95,"Art. 26. Decorrido um ano da arrecadação dos bens do ausente, ou, se ele deixou
representante ou procurador, em se passando três anos, poderão os interessados requerer
que se declare a ausência e se abra provisoriamente a sucessão.",CC,ausência legal
96,96,"Art. 26. Decorrido um ano da arrecadação dos bens do ausente, ou, se ele deixou
representante ou procurador, em se passando três anos, poderão os interessados requerer
que se declare a ausência e se abra provisoriamente a sucessão.",CC,declaração de ausência
97,97,"Art. 26. Decorrido um ano da arrecadação dos bens do ausente, ou, se ele deixou
representante ou procurador, em se passando três anos, poderão os interessados requerer
que se declare a ausência e se abra provisoriamente a sucessão.",CC,abertura da sucessão
98,98,"Art. 27. Para o efeito previsto no artigo anterior, somente se consideram interessados: I - o cônjuge não separado judicialmente; II - os herdeiros presumidos, legítimos ou testamentários; III - os que tiverem sobre os bens do ausente direito dependente de sua morte; IV - os credores de obrigações vencidas e não pagas.",CC,ausência de cônjuge
99,99,"Art. 27. Para o efeito previsto no artigo anterior, somente se consideram interessados: I - o cônjuge não separado judicialmente; II - os herdeiros presumidos, legítimos ou testamentários; III - os que tiverem sobre os bens do ausente direito dependente de sua morte; IV - os credores de obrigações vencidas e não pagas.",CC,herdeiros presumidos
